k_s_per_km,kPk_pi_Ω_m__0.30,kPk_pi_Ω_m__0.40,kPk_pi_Ω_m__0.50,kPk_pi_Ω_m__0.20,kPk_pi_Ω_m__0.10
9.651060e+00,1.962214e-15,4.433759e-09,6.392417e-16,1.430877e-08,7.505931e-15
9.652924e+00,1.962553e-15,4.285563e-09,6.300344e-16,1.407177e-08,7.485490e-15
9.654787e+00,1.978469e-15,4.093788e-09,6.235654e-16,1.383366e-08,7.470620e-15
9.656651e+00,1.966591e-15,3.908265e-09,6.355836e-16,1.359427e-08,7.492202e-15
9.658515e+00,1.927757e-15,3.797271e-09,6.295002e-16,1.335360e-08,7.490614e-15
9.660379e+00,1.949050e-15,3.762627e-09,6.367022e-16,1.311136e-08,7.458546e-15
9.662243e+00,1.938935e-15,3.759993e-09,6.362932e-16,1.286735e-08,7.430091e-15
9.664107e+00,1.922111e-15,3.722253e-09,6.336525e-16,1.262453e-08,7.404013e-15
9.665971e+00,1.897208e-15,3.629797e-09,6.242530e-16,1.238496e-08,7.429299e-15
9.667834e+00,1.890728e-15,3.513054e-09,6.253520e-16,1.215002e-08,7.457297e-15
9.669698e+00,1.892712e-15,3.448681e-09,6.223459e-16,1.192009e-08,7.491299e-15
9.671562e+00,1.858883e-15,3.450226e-09,6.209230e-16,1.169545e-08,7.494145e-15
9.673426e+00,1.851457e-15,3.481750e-09,6.183361e-16,1.147594e-08,7.476799e-15
9.675290e+00,1.852725e-15,3.483895e-09,6.178206e-16,1.126015e-08,7.466196e-15
9.677154e+00,1.832550e-15,3.439713e-09,6.147127e-16,1.104810e-08,7.456851e-15
9.679018e+00,1.810903e-15,3.387096e-09,6.199679e-16,1.084057e-08,7.449640e-15
9.680881e+00,1.820001e-15,3.388304e-09,6.222690e-16,1.063906e-08,7.455728e-15
9.682745e+00,1.823369e-15,3.471518e-09,6.264642e-16,1.044699e-08,7.475749e-15
9.684609e+00,1.788906e-15,3.568613e-09,6.206094e-16,1.026509e-08,7.482405e-15
9.686473e+00,1.787120e-15,3.611613e-09,6.266234e-16,1.009176e-08,7.484026e-15
9.688337e+00,1.791304e-15,3.570368e-09,6.187340e-16,9.926541e-09,7.469712e-15
9.690201e+00,1.784826e-15,3.493334e-09,6.156261e-16,9.768959e-09,7.478209e-15
9.692065e+00,1.769709e-15,3.459772e-09,6.248303e-16,9.618474e-09,7.525516e-15
9.693928e+00,1.770102e-15,3.523646e-09,6.233974e-16,9.475415e-09,7.546705e-15
9.695792e+00,1.787109e-15,3.638666e-09,6.124186e-16,9.339289e-09,7.554693e-15
9.697656e+00,1.753022e-15,3.716641e-09,6.170042e-16,9.211932e-09,7.590332e-15
9.699520e+00,1.736877e-15,3.712959e-09,6.173820e-16,9.094427e-09,7.628098e-15
9.701384e+00,1.733247e-15,3.655665e-09,6.185736e-16,8.987126e-09,7.668551e-15
9.703248e+00,1.738110e-15,3.622912e-09,6.217135e-16,8.890629e-09,7.692411e-15
9.705112e+00,1.727173e-15,3.665502e-09,6.161020e-16,8.803473e-09,7.702451e-15
9.706975e+00,1.712195e-15,3.758525e-09,6.023619e-16,8.723349e-09,7.717300e-15
9.708839e+00,1.718884e-15,3.805473e-09,6.134093e-16,8.649366e-09,7.735346e-15
9.710703e+00,1.723234e-15,3.759090e-09,6.198772e-16,8.581249e-09,7.768175e-15
9.712567e+00,1.705754e-15,3.654226e-09,6.280811e-16,8.519312e-09,7.786739e-15
9.714431e+00,1.733140e-15,3.581529e-09,6.147658e-16,8.467808e-09,7.786163e-15
9.716295e+00,1.737473e-15,3.614287e-09,6.168762e-16,8.426172e-09,7.811535e-15
9.718159e+00,1.701777e-15,3.730298e-09,6.180433e-16,8.393158e-09,7.846538e-15
9.720023e+00,1.726250e-15,3.824647e-09,6.242018e-16,8.367490e-09,7.854861e-15
9.721886e+00,1.732475e-15,3.808533e-09,6.243072e-16,8.348040e-09,7.852025e-15
9.723750e+00,1.745034e-15,3.696767e-09,6.257777e-16,8.335004e-09,7.824188e-15
9.725614e+00,1.722503e-15,3.579950e-09,6.198951e-16,8.327402e-09,7.845013e-15
9.727478e+00,1.739768e-15,3.554465e-09,6.199156e-16,8.323986e-09,7.897948e-15
9.729342e+00,1.727976e-15,3.639209e-09,6.236731e-16,8.325744e-09,7.944234e-15
9.731206e+00,1.726177e-15,3.746637e-09,6.370581e-16,8.333925e-09,7.985975e-15
9.733070e+00,1.737795e-15,3.776677e-09,6.361463e-16,8.349675e-09,8.011666e-15
9.734933e+00,1.747515e-15,3.710947e-09,6.333982e-16,8.374010e-09,8.043488e-15
9.736797e+00,1.746158e-15,3.629506e-09,6.380635e-16,8.403785e-09,8.081877e-15
9.738661e+00,1.743529e-15,3.626393e-09,6.400819e-16,8.437613e-09,8.095686e-15
9.740525e+00,1.741517e-15,3.738451e-09,6.405946e-16,8.474591e-09,8.099258e-15
9.742389e+00,1.766628e-15,3.890061e-09,6.461403e-16,8.514110e-09,8.061260e-15
9.744253e+00,1.741298e-15,3.967541e-09,6.440178e-16,8.556245e-09,8.036277e-15
9.746117e+00,1.745492e-15,3.932712e-09,6.567484e-16,8.602953e-09,8.033850e-15
9.747980e+00,1.766287e-15,3.854470e-09,6.656209e-16,8.655328e-09,8.062150e-15
9.749844e+00,1.791123e-15,3.843479e-09,6.663981e-16,8.713512e-09,8.106324e-15
9.751708e+00,1.761422e-15,3.959065e-09,6.675053e-16,8.776595e-09,8.062744e-15
9.753572e+00,1.749316e-15,4.163432e-09,6.863142e-16,8.842896e-09,8.024389e-15
9.755436e+00,1.766885e-15,4.323681e-09,6.829759e-16,8.911378e-09,8.015008e-15
9.757300e+00,1.748425e-15,4.371688e-09,6.862884e-16,8.981465e-09,7.996153e-15
9.759164e+00,1.746757e-15,4.333070e-09,6.910088e-16,9.052530e-09,7.969269e-15
9.761027e+00,1.767916e-15,4.315818e-09,6.937312e-16,9.124952e-09,7.944830e-15
9.762891e+00,1.772165e-15,4.397551e-09,6.949356e-16,9.199831e-09,7.929501e-15
9.764755e+00,1.758820e-15,4.575395e-09,6.872876e-16,9.279032e-09,7.972662e-15
9.766619e+00,1.757396e-15,4.752912e-09,7.020705e-16,9.362855e-09,7.996325e-15
9.768483e+00,1.761603e-15,4.829511e-09,6.983834e-16,9.449114e-09,7.993362e-15
9.770347e+00,1.755393e-15,4.816613e-09,6.952052e-16,9.536874e-09,7.981689e-15
9.772211e+00,1.731311e-15,4.797848e-09,6.948879e-16,9.625324e-09,7.966710e-15
9.774074e+00,1.744400e-15,4.865833e-09,6.940434e-16,9.713730e-09,7.964184e-15
9.775938e+00,1.756447e-15,5.032657e-09,7.014156e-16,9.801377e-09,7.936744e-15
9.777802e+00,1.736749e-15,5.231297e-09,6.989352e-16,9.889158e-09,7.852317e-15
9.779666e+00,1.714505e-15,5.342047e-09,6.885215e-16,9.978863e-09,7.812721e-15
9.781530e+00,1.719034e-15,5.346273e-09,6.966592e-16,1.007170e-08,7.803238e-15
9.783394e+00,1.719358e-15,5.308722e-09,6.940170e-16,1.016797e-08,7.772053e-15
9.785258e+00,1.717798e-15,5.330530e-09,6.949422e-16,1.026643e-08,7.738502e-15
9.787121e+00,1.700838e-15,5.455527e-09,6.860525e-16,1.036440e-08,7.706101e-15
9.788985e+00,1.707375e-15,5.644024e-09,6.841069e-16,1.046181e-08,7.698576e-15
9.790849e+00,1.706690e-15,5.801534e-09,6.860565e-16,1.055856e-08,7.718060e-15
9.792713e+00,1.697429e-15,5.851112e-09,6.809819e-16,1.065481e-08,7.677357e-15
9.794577e+00,1.700651e-15,5.839104e-09,6.762564e-16,1.075109e-08,7.620405e-15
9.796441e+00,1.665241e-15,5.842783e-09,6.654553e-16,1.084990e-08,7.582276e-15
9.798305e+00,1.677701e-15,5.925251e-09,6.587091e-16,1.095262e-08,7.560281e-15
9.800168e+00,1.681275e-15,6.068732e-09,6.769430e-16,1.105770e-08,7.566768e-15
9.802032e+00,1.701064e-15,6.202799e-09,6.673464e-16,1.116425e-08,7.541928e-15
9.803896e+00,1.696920e-15,6.247993e-09,6.589329e-16,1.127147e-08,7.500589e-15
9.805760e+00,1.699573e-15,6.217054e-09,6.535746e-16,1.137891e-08,7.448952e-15
9.807624e+00,1.714177e-15,6.186334e-09,6.546305e-16,1.148621e-08,7.406124e-15
9.809488e+00,1.702790e-15,6.222557e-09,6.533759e-16,1.159384e-08,7.392459e-15
9.811352e+00,1.690900e-15,6.331148e-09,6.561680e-16,1.170300e-08,7.378374e-15
9.813215e+00,1.679267e-15,6.449220e-09,6.500328e-16,1.181511e-08,7.363936e-15
9.815079e+00,1.690266e-15,6.500972e-09,6.317708e-16,1.193164e-08,7.324239e-15
9.816943e+00,1.722253e-15,6.446267e-09,6.328332e-16,1.205336e-08,7.289352e-15
9.818807e+00,1.701966e-15,6.356118e-09,6.260023e-16,1.217753e-08,7.324565e-15
9.820671e+00,1.706998e-15,6.301612e-09,6.308868e-16,1.230262e-08,7.322123e-15
9.822535e+00,1.729875e-15,6.318699e-09,6.357490e-16,1.242849e-08,7.267351e-15
9.824399e+00,1.725768e-15,6.373884e-09,6.320597e-16,1.255530e-08,7.230571e-15
9.826262e+00,1.706936e-15,6.400222e-09,6.299772e-16,1.268318e-08,7.200939e-15
9.828126e+00,1.717377e-15,6.352893e-09,6.237882e-16,1.281501e-08,7.149575e-15
9.829990e+00,1.736443e-15,6.253748e-09,6.194347e-16,1.295236e-08,7.120031e-15
9.831854e+00,1.728179e-15,6.175096e-09,6.183588e-16,1.309483e-08,7.141430e-15
9.833718e+00,1.742014e-15,6.150795e-09,6.223715e-16,1.324118e-08,7.116804e-15
9.835582e+00,1.734134e-15,6.166810e-09,6.223846e-16,1.338993e-08,7.060703e-15
9.837446e+00,1.736215e-15,6.164742e-09,6.263094e-16,1.354030e-08,7.020923e-15
9.839309e+00,1.736267e-15,6.099527e-09,6.233170e-16,1.369210e-08,6.992329e-15
9.841173e+00,1.758622e-15,5.978786e-09,6.196559e-16,1.384513e-08,7.004822e-15
9.843037e+00,1.769692e-15,5.870236e-09,6.195726e-16,1.399986e-08,6.961647e-15
9.844901e+00,1.754471e-15,5.828166e-09,6.237686e-16,1.415724e-08,6.857023e-15
9.846765e+00,1.758463e-15,5.847809e-09,6.211479e-16,1.431856e-08,6.824837e-15
9.848629e+00,1.786882e-15,5.877063e-09,6.229292e-16,1.448587e-08,6.814357e-15
9.850493e+00,1.773373e-15,5.849602e-09,6.328126e-16,1.465595e-08,6.803649e-15
9.852356e+00,1.763620e-15,5.746977e-09,6.238397e-16,1.482653e-08,6.785735e-15
9.854220e+00,1.767706e-15,5.608809e-09,6.232373e-16,1.499679e-08,6.754813e-15
9.856084e+00,1.798416e-15,5.502757e-09,6.238763e-16,1.516630e-08,6.727555e-15
9.857948e+00,1.792526e-15,5.448847e-09,6.345523e-16,1.533501e-08,6.702269e-15
9.859812e+00,1.784355e-15,5.418127e-09,6.319522e-16,1.550331e-08,6.664721e-15
9.861676e+00,1.786125e-15,5.357871e-09,6.370459e-16,1.567315e-08,6.629981e-15
9.863540e+00,1.804928e-15,5.236430e-09,6.379498e-16,1.584530e-08,6.606541e-15
9.865403e+00,1.791403e-15,5.080562e-09,6.331368e-16,1.601904e-08,6.607611e-15
9.867267e+00,1.794271e-15,4.938951e-09,6.368821e-16,1.619246e-08,6.630249e-15
9.869131e+00,1.812377e-15,4.846152e-09,6.385985e-16,1.636158e-08,6.619887e-15
9.870995e+00,1.803190e-15,4.774448e-09,6.370996e-16,1.652622e-08,6.600397e-15
9.872859e+00,1.812878e-15,4.677588e-09,6.380988e-16,1.668677e-08,6.565025e-15
9.874723e+00,1.807058e-15,4.516249e-09,6.328853e-16,1.684341e-08,6.521592e-15
9.876587e+00,1.800150e-15,4.308684e-09,6.330477e-16,1.699645e-08,6.466732e-15
9.878450e+00,1.812340e-15,4.120327e-09,6.368836e-16,1.714604e-08,6.473680e-15
9.880314e+00,1.812510e-15,3.999280e-09,6.415287e-16,1.729269e-08,6.506129e-15
9.882178e+00,1.821985e-15,3.947347e-09,6.399262e-16,1.743553e-08,6.479205e-15
9.884042e+00,1.813455e-15,3.913708e-09,6.323537e-16,1.757230e-08,6.452396e-15
9.885906e+00,1.791072e-15,3.851740e-09,6.382975e-16,1.770095e-08,6.425863e-15
9.887770e+00,1.795706e-15,3.743805e-09,6.370506e-16,1.782003e-08,6.414133e-15
9.889634e+00,1.803025e-15,3.640331e-09,6.422946e-16,1.792784e-08,6.412729e-15
9.891497e+00,1.786689e-15,3.588287e-09,6.359552e-16,1.802608e-08,6.430402e-15
9.893361e+00,1.786407e-15,3.608205e-09,6.365170e-16,1.811599e-08,6.446863e-15
9.895225e+00,1.791579e-15,3.665478e-09,6.367760e-16,1.819825e-08,6.445826e-15
9.897089e+00,1.786072e-15,3.717545e-09,6.314048e-16,1.827307e-08,6.453216e-15
9.898953e+00,1.782487e-15,3.745025e-09,6.309972e-16,1.833875e-08,6.470093e-15
9.900817e+00,1.790964e-15,3.773669e-09,6.306233e-16,1.838916e-08,6.510613e-15
9.902681e+00,1.789037e-15,3.865506e-09,6.264653e-16,1.842515e-08,6.555365e-15
9.904545e+00,1.781540e-15,4.025361e-09,6.354770e-16,1.844680e-08,6.550973e-15
9.906408e+00,1.751730e-15,4.227865e-09,6.314603e-16,1.845474e-08,6.533817e-15
9.908272e+00,1.770291e-15,4.410408e-09,6.324255e-16,1.844995e-08,6.493151e-15
9.910136e+00,1.763023e-15,4.543220e-09,6.312191e-16,1.843133e-08,6.497637e-15
9.912000e+00,1.748597e-15,4.633570e-09,6.346282e-16,1.840005e-08,6.526875e-15
9.913864e+00,1.757681e-15,4.743042e-09,6.339722e-16,1.835652e-08,6.545152e-15
9.915728e+00,1.764039e-15,4.910068e-09,6.333006e-16,1.829943e-08,6.563752e-15
9.917592e+00,1.758592e-15,5.121381e-09,6.206432e-16,1.822728e-08,6.585708e-15
9.919455e+00,1.766356e-15,5.329539e-09,6.244293e-16,1.813812e-08,6.578396e-15
9.921319e+00,1.745321e-15,5.488677e-09,6.292686e-16,1.802904e-08,6.544874e-15
9.923183e+00,1.749760e-15,5.593870e-09,6.292105e-16,1.790625e-08,6.576745e-15
9.925047e+00,1.727376e-15,5.673468e-09,6.291624e-16,1.777095e-08,6.620422e-15
9.926911e+00,1.724704e-15,5.778036e-09,6.214315e-16,1.762430e-08,6.645550e-15
9.928775e+00,1.756362e-15,5.897967e-09,6.224650e-16,1.746726e-08,6.663112e-15
9.930639e+00,1.752126e-15,6.003959e-09,6.303094e-16,1.729848e-08,6.669756e-15
9.932502e+00,1.746463e-15,6.052604e-09,6.328606e-16,1.711652e-08,6.727660e-15
9.934366e+00,1.740819e-15,6.041346e-09,6.386421e-16,1.692152e-08,6.807246e-15
9.936230e+00,1.742162e-15,6.001496e-09,6.387357e-16,1.671437e-08,6.822199e-15
9.938094e+00,1.748987e-15,5.983738e-09,6.410389e-16,1.649676e-08,6.841481e-15
9.939958e+00,1.764464e-15,6.007756e-09,6.419868e-16,1.627102e-08,6.871832e-15
9.941822e+00,1.734578e-15,6.033148e-09,6.475781e-16,1.603924e-08,6.911180e-15
9.943686e+00,1.744907e-15,6.014829e-09,6.519368e-16,1.580476e-08,6.956916e-15
9.945549e+00,1.735143e-15,5.925484e-09,6.461407e-16,1.556779e-08,7.012723e-15
9.947413e+00,1.742819e-15,5.787536e-09,6.453322e-16,1.532808e-08,7.062396e-15
9.949277e+00,1.726075e-15,5.646633e-09,6.453078e-16,1.508567e-08,7.075733e-15
9.951141e+00,1.725632e-15,5.549093e-09,6.446867e-16,1.484017e-08,7.093899e-15
9.953005e+00,1.731672e-15,5.480434e-09,6.470363e-16,1.459357e-08,7.117595e-15
9.954869e+00,1.748601e-15,5.402691e-09,6.468659e-16,1.434969e-08,7.126363e-15
9.956733e+00,1.754221e-15,5.283991e-09,6.533787e-16,1.411125e-08,7.133714e-15
9.958596e+00,1.750117e-15,5.127346e-09,6.500149e-16,1.388051e-08,7.198481e-15
9.960460e+00,1.725209e-15,4.966889e-09,6.447167e-16,1.365860e-08,7.252485e-15
9.962324e+00,1.739135e-15,4.837830e-09,6.534818e-16,1.344901e-08,7.286226e-15
9.964188e+00,1.744054e-15,4.747279e-09,6.509108e-16,1.324930e-08,7.320794e-15
9.966052e+00,1.748773e-15,4.653039e-09,6.505691e-16,1.305909e-08,7.355824e-15
9.967916e+00,1.760491e-15,4.525887e-09,6.541350e-16,1.287904e-08,7.403887e-15
9.969780e+00,1.759613e-15,4.361072e-09,6.552632e-16,1.271058e-08,7.440903e-15
9.971643e+00,1.751335e-15,4.194931e-09,6.468649e-16,1.255792e-08,7.437851e-15
9.973507e+00,1.764026e-15,4.072921e-09,6.485657e-16,1.242619e-08,7.464767e-15
9.975371e+00,1.782195e-15,4.015936e-09,6.458685e-16,1.231433e-08,7.519010e-15
9.977235e+00,1.785648e-15,3.996385e-09,6.510831e-16,1.222214e-08,7.581738e-15
9.979099e+00,1.778016e-15,3.961258e-09,6.513001e-16,1.214866e-08,7.641658e-15
9.980963e+00,1.792821e-15,3.891555e-09,6.482373e-16,1.209241e-08,7.663901e-15
9.982827e+00,1.775632e-15,3.801246e-09,6.510558e-16,1.205645e-08,7.695798e-15
9.984690e+00,1.777550e-15,3.738291e-09,6.496638e-16,1.203874e-08,7.741848e-15
9.986554e+00,1.791800e-15,3.740226e-09,6.484315e-16,1.204009e-08,7.775294e-15
9.988418e+00,1.797729e-15,3.807568e-09,6.505239e-16,1.206202e-08,7.803290e-15
9.990282e+00,1.807179e-15,3.895368e-09,6.509097e-16,1.210560e-08,7.827757e-15
9.992146e+00,1.802035e-15,3.965423e-09,6.499708e-16,1.217258e-08,7.852658e-15
9.994010e+00,1.800386e-15,4.015060e-09,6.502775e-16,1.226341e-08,7.878708e-15
9.995874e+00,1.823789e-15,4.072510e-09,6.473460e-16,1.237153e-08,7.904981e-15
9.997737e+00,1.801132e-15,4.178665e-09,6.475233e-16,1.249488e-08,7.931402e-15
9.999601e+00,1.808875e-15,4.338852e-09,6.495851e-16,1.263253e-08,8.007531e-15
1.000147e+01,1.825189e-15,4.524554e-09,6.452533e-16,1.278477e-08,8.085175e-15
1.000333e+01,1.824027e-15,4.680397e-09,6.475926e-16,1.295357e-08,8.134125e-15
1.000519e+01,1.809058e-15,4.796007e-09,6.496784e-16,1.313879e-08,8.151148e-15
1.000706e+01,1.808534e-15,4.890319e-09,6.414955e-16,1.333954e-08,8.130938e-15
1.000892e+01,1.815475e-15,5.010059e-09,6.372256e-16,1.355196e-08,8.215089e-15
1.001078e+01,1.812801e-15,5.182336e-09,6.345958e-16,1.377490e-08,8.326840e-15
1.001265e+01,1.822451e-15,5.380979e-09,6.429839e-16,1.400783e-08,8.327064e-15
1.001451e+01,1.823597e-15,5.552196e-09,6.298096e-16,1.424284e-08,8.334937e-15
1.001638e+01,1.813464e-15,5.649193e-09,6.368573e-16,1.448196e-08,8.357513e-15
1.001824e+01,1.781500e-15,5.682527e-09,6.348945e-16,1.472196e-08,8.410770e-15
1.002010e+01,1.767158e-15,5.693198e-09,6.312938e-16,1.496464e-08,8.481368e-15
1.002197e+01,1.786257e-15,5.737200e-09,6.320171e-16,1.521259e-08,8.503341e-15
1.002383e+01,1.813881e-15,5.817050e-09,6.308625e-16,1.546131e-08,8.532810e-15
1.002570e+01,1.782609e-15,5.895383e-09,6.276853e-16,1.570851e-08,8.601234e-15
1.002756e+01,1.796043e-15,5.913607e-09,6.297684e-16,1.595000e-08,8.643688e-15
1.002942e+01,1.770669e-15,5.859433e-09,6.200081e-16,1.618407e-08,8.662648e-15
1.003129e+01,1.761805e-15,5.762513e-09,6.223966e-16,1.640973e-08,8.703324e-15
1.003315e+01,1.751247e-15,5.677862e-09,6.173927e-16,1.662450e-08,8.746792e-15
1.003501e+01,1.728037e-15,5.637518e-09,6.171757e-16,1.682833e-08,8.774156e-15
1.003688e+01,1.723608e-15,5.612394e-09,6.233131e-16,1.702433e-08,8.810261e-15
1.003874e+01,1.716938e-15,5.557622e-09,6.247731e-16,1.721037e-08,8.858936e-15
1.004061e+01,1.695934e-15,5.433678e-09,6.283175e-16,1.738719e-08,8.874504e-15
1.004247e+01,1.706567e-15,5.272489e-09,6.265297e-16,1.755109e-08,8.875435e-15
1.004433e+01,1.703013e-15,5.122523e-09,6.210321e-16,1.769947e-08,8.930964e-15
1.004620e+01,1.680645e-15,5.037511e-09,6.364942e-16,1.782998e-08,8.975847e-15
1.004806e+01,1.658467e-15,5.010571e-09,6.237352e-16,1.794261e-08,8.991465e-15
1.004993e+01,1.663976e-15,4.983785e-09,6.245315e-16,1.804010e-08,8.989308e-15
1.005179e+01,1.650727e-15,4.904584e-09,6.221751e-16,1.812293e-08,8.974169e-15
1.005365e+01,1.652962e-15,4.770770e-09,6.293615e-16,1.819276e-08,9.028631e-15
1.005552e+01,1.666920e-15,4.631665e-09,6.228833e-16,1.824818e-08,9.072323e-15
1.005738e+01,1.655277e-15,4.544927e-09,6.242006e-16,1.829005e-08,9.008526e-15
1.005924e+01,1.639828e-15,4.534983e-09,6.265028e-16,1.831748e-08,8.997123e-15
1.006111e+01,1.612835e-15,4.558937e-09,6.244393e-16,1.832972e-08,9.048248e-15
1.006297e+01,1.634226e-15,4.557150e-09,6.218527e-16,1.832612e-08,9.076167e-15
1.006484e+01,1.586216e-15,4.501235e-09,6.375361e-16,1.830509e-08,9.096271e-15
1.006670e+01,1.607911e-15,4.427126e-09,6.288215e-16,1.827085e-08,9.108602e-15
1.006856e+01,1.615131e-15,4.386790e-09,6.332853e-16,1.822864e-08,9.112584e-15
1.007043e+01,1.612801e-15,4.416509e-09,6.279096e-16,1.817922e-08,9.100200e-15
1.007229e+01,1.606066e-15,4.494516e-09,6.314035e-16,1.812304e-08,9.095067e-15
1.007416e+01,1.575447e-15,4.554211e-09,6.200488e-16,1.805842e-08,9.094071e-15
1.007602e+01,1.557573e-15,4.562987e-09,6.186487e-16,1.798460e-08,9.123757e-15
1.007788e+01,1.584698e-15,4.535253e-09,6.112137e-16,1.790290e-08,9.149866e-15
1.007975e+01,1.584377e-15,4.529210e-09,6.162587e-16,1.781435e-08,9.155200e-15
1.008161e+01,1.592066e-15,4.585341e-09,6.218636e-16,1.772182e-08,9.126015e-15
1.008347e+01,1.575179e-15,4.702372e-09,6.204181e-16,1.762718e-08,9.064496e-15
1.008534e+01,1.574723e-15,4.827632e-09,6.208149e-16,1.753358e-08,9.099159e-15
1.008720e+01,1.568837e-15,4.908193e-09,6.142312e-16,1.744470e-08,9.150271e-15
1.008907e+01,1.568914e-15,4.947032e-09,6.183394e-16,1.735799e-08,9.146411e-15
1.009093e+01,1.569458e-15,4.983168e-09,6.141157e-16,1.727395e-08,9.151576e-15
1.009279e+01,1.576098e-15,5.062021e-09,6.183489e-16,1.719186e-08,9.170370e-15
1.009466e+01,1.594033e-15,5.188252e-09,6.195395e-16,1.711123e-08,9.142570e-15
1.009652e+01,1.586229e-15,5.327805e-09,6.185113e-16,1.703555e-08,9.094037e-15
1.009839e+01,1.592077e-15,5.425002e-09,6.192135e-16,1.696633e-08,9.101842e-15
1.010025e+01,1.571480e-15,5.475250e-09,6.149668e-16,1.690694e-08,9.114138e-15
1.010211e+01,1.570924e-15,5.511419e-09,6.136227e-16,1.685897e-08,9.135750e-15
1.010398e+01,1.563498e-15,5.576764e-09,6.141708e-16,1.682281e-08,9.127341e-15
1.010584e+01,1.581204e-15,5.682997e-09,6.032003e-16,1.679757e-08,9.096564e-15
1.010771e+01,1.611176e-15,5.800403e-09,6.064813e-16,1.678151e-08,9.115646e-15
1.010957e+01,1.613955e-15,5.881774e-09,6.089460e-16,1.677311e-08,9.134815e-15
1.011143e+01,1.609562e-15,5.899718e-09,5.978823e-16,1.677274e-08,9.115033e-15
1.011330e+01,1.584283e-15,5.887751e-09,6.026929e-16,1.678171e-08,9.104943e-15
1.011516e+01,1.597166e-15,5.880122e-09,6.085698e-16,1.680151e-08,9.106602e-15
1.011702e+01,1.587202e-15,5.901166e-09,6.115721e-16,1.683762e-08,9.107559e-15
1.011889e+01,1.586206e-15,5.930950e-09,6.085907e-16,1.688808e-08,9.108309e-15
1.012075e+01,1.613188e-15,5.936959e-09,6.090968e-16,1.694925e-08,9.109654e-15
1.012262e+01,1.659205e-15,5.892713e-09,6.171856e-16,1.701942e-08,9.112602e-15
1.012448e+01,1.665049e-15,5.819632e-09,6.029284e-16,1.709568e-08,9.118661e-15
1.012634e+01,1.644398e-15,5.754807e-09,6.018153e-16,1.717672e-08,9.109546e-15
1.012821e+01,1.655937e-15,5.712262e-09,6.029587e-16,1.726483e-08,9.091385e-15
1.013007e+01,1.660894e-15,5.681098e-09,6.078044e-16,1.735854e-08,9.071616e-15
1.013194e+01,1.660955e-15,5.621671e-09,6.108556e-16,1.745948e-08,9.048773e-15
1.013380e+01,1.658515e-15,5.519716e-09,6.125891e-16,1.756718e-08,9.016037e-15
1.013566e+01,1.687987e-15,5.385059e-09,6.151306e-16,1.768236e-08,9.015679e-15
1.013753e+01,1.703872e-15,5.266515e-09,6.100227e-16,1.780199e-08,9.046498e-15
1.013939e+01,1.687496e-15,5.183670e-09,6.172910e-16,1.791891e-08,9.030307e-15
1.014125e+01,1.696975e-15,5.130820e-09,6.214086e-16,1.803124e-08,9.004157e-15
1.014312e+01,1.700451e-15,5.072747e-09,6.336199e-16,1.813935e-08,8.989915e-15
1.014498e+01,1.707706e-15,4.985378e-09,6.318537e-16,1.824260e-08,8.971623e-15
1.014685e+01,1.707018e-15,4.881644e-09,6.313996e-16,1.834253e-08,8.946812e-15
1.014871e+01,1.714452e-15,4.791151e-09,6.314454e-16,1.843896e-08,8.949659e-15
1.015057e+01,1.712157e-15,4.746391e-09,6.342208e-16,1.853281e-08,8.964978e-15
1.015244e+01,1.719288e-15,4.733005e-09,6.314156e-16,1.862143e-08,8.927018e-15
1.015430e+01,1.710546e-15,4.727455e-09,6.339400e-16,1.870057e-08,8.901724e-15
1.015617e+01,1.718862e-15,4.697626e-09,6.422213e-16,1.876767e-08,8.912548e-15
1.015803e+01,1.700712e-15,4.658000e-09,6.326982e-16,1.881640e-08,8.930696e-15
1.015989e+01,1.692135e-15,4.641384e-09,6.380253e-16,1.884864e-08,8.954416e-15
1.016176e+01,1.701826e-15,4.677053e-09,6.433792e-16,1.886854e-08,8.969142e-15
1.016362e+01,1.716327e-15,4.758005e-09,6.494885e-16,1.887705e-08,8.976158e-15
1.016548e+01,1.717157e-15,4.846792e-09,6.454731e-16,1.887520e-08,8.949787e-15
1.016735e+01,1.711543e-15,4.910062e-09,6.462922e-16,1.886293e-08,8.922924e-15
1.016921e+01,1.682977e-15,4.941687e-09,6.394656e-16,1.883527e-08,8.895775e-15
1.017108e+01,1.666844e-15,4.982204e-09,6.456813e-16,1.879025e-08,8.898138e-15
1.017294e+01,1.685069e-15,5.060334e-09,6.527639e-16,1.872602e-08,8.910835e-15
1.017480e+01,1.689404e-15,5.183981e-09,6.539784e-16,1.864236e-08,8.927613e-15
1.017667e+01,1.687505e-15,5.313518e-09,6.543912e-16,1.854059e-08,8.928161e-15
1.017853e+01,1.686927e-15,5.414241e-09,6.532515e-16,1.842270e-08,8.895977e-15
1.018040e+01,1.674553e-15,5.470804e-09,6.589286e-16,1.829253e-08,8.864091e-15
1.018226e+01,1.672982e-15,5.512019e-09,6.522798e-16,1.815476e-08,8.832656e-15
1.018412e+01,1.671374e-15,5.581023e-09,6.502477e-16,1.800741e-08,8.860717e-15
1.018599e+01,1.661708e-15,5.683793e-09,6.528942e-16,1.784744e-08,8.882994e-15
