k_s_per_km,kPk_pi_Ω_m__0.30,kPk_pi_Ω_m__0.40,kPk_pi_Ω_m__0.50,kPk_pi_Ω_m__0.20,kPk_pi_Ω_m__0.10
2.711541e+01,7.034169e-16,1.511363e-08,3.231927e-16,4.162129e-08,2.453527e-15
2.711728e+01,7.054497e-16,1.563518e-08,3.215220e-16,4.179270e-08,2.431293e-15
2.711914e+01,7.102724e-16,1.591231e-08,3.199743e-16,4.192295e-08,2.410940e-15
2.712101e+01,7.097782e-16,1.599315e-08,3.203238e-16,4.200614e-08,2.453888e-15
2.712287e+01,7.122557e-16,1.614480e-08,3.219109e-16,4.203495e-08,2.480225e-15
2.712473e+01,7.241195e-16,1.653388e-08,3.234922e-16,4.199709e-08,2.459551e-15
2.712660e+01,7.159723e-16,1.709256e-08,3.264523e-16,4.191197e-08,2.432946e-15
2.712846e+01,7.270740e-16,1.755377e-08,3.275895e-16,4.178735e-08,2.402060e-15
2.713033e+01,7.172326e-16,1.772094e-08,3.304567e-16,4.162861e-08,2.392604e-15
2.713219e+01,7.084470e-16,1.759089e-08,3.311953e-16,4.144378e-08,2.389124e-15
2.713405e+01,7.152193e-16,1.737794e-08,3.263716e-16,4.123041e-08,2.398944e-15
2.713592e+01,7.197418e-16,1.732441e-08,3.254728e-16,4.098088e-08,2.397912e-15
2.713778e+01,7.155735e-16,1.742061e-08,3.276707e-16,4.069616e-08,2.383586e-15
2.713964e+01,7.278419e-16,1.748246e-08,3.253645e-16,4.037608e-08,2.376652e-15
2.714151e+01,7.213183e-16,1.728206e-08,3.286113e-16,4.002351e-08,2.373294e-15
2.714337e+01,7.315601e-16,1.681504e-08,3.244308e-16,3.965023e-08,2.396244e-15
2.714524e+01,7.236734e-16,1.622270e-08,3.262048e-16,3.925575e-08,2.409644e-15
2.714710e+01,7.235671e-16,1.575614e-08,3.255674e-16,3.886147e-08,2.403573e-15
2.714896e+01,7.290887e-16,1.544989e-08,3.239172e-16,3.846884e-08,2.399694e-15
2.715083e+01,7.271010e-16,1.512513e-08,3.247911e-16,3.807588e-08,2.397124e-15
2.715269e+01,7.204669e-16,1.459090e-08,3.217545e-16,3.768412e-08,2.402900e-15
2.715456e+01,7.303436e-16,1.379930e-08,3.270441e-16,3.728232e-08,2.409876e-15
2.715642e+01,7.215403e-16,1.293920e-08,3.265572e-16,3.687208e-08,2.418399e-15
2.715828e+01,7.275627e-16,1.222755e-08,3.287443e-16,3.646699e-08,2.408256e-15
2.716015e+01,7.322350e-16,1.180069e-08,3.229181e-16,3.607162e-08,2.379692e-15
2.716201e+01,7.255770e-16,1.150449e-08,3.257242e-16,3.569719e-08,2.354727e-15
2.716387e+01,7.320100e-16,1.112826e-08,3.247423e-16,3.534881e-08,2.337493e-15
2.716574e+01,7.247170e-16,1.057860e-08,3.230144e-16,3.503706e-08,2.388884e-15
2.716760e+01,7.306463e-16,9.986140e-09,3.302434e-16,3.475299e-08,2.402248e-15
2.716947e+01,7.389136e-16,9.546469e-09,3.279831e-16,3.448541e-08,2.355588e-15
2.717133e+01,7.415818e-16,9.396662e-09,3.298980e-16,3.423354e-08,2.362910e-15
2.717319e+01,7.330432e-16,9.472902e-09,3.245764e-16,3.399642e-08,2.395196e-15
2.717506e+01,7.341935e-16,9.552232e-09,3.265729e-16,3.378207e-08,2.394132e-15
2.717692e+01,7.378353e-16,9.554230e-09,3.259169e-16,3.361095e-08,2.391732e-15
2.717879e+01,7.241060e-16,9.549797e-09,3.295356e-16,3.347650e-08,2.388156e-15
2.718065e+01,7.355557e-16,9.722728e-09,3.250148e-16,3.338160e-08,2.392671e-15
2.718251e+01,7.336776e-16,1.016112e-08,3.261889e-16,3.332381e-08,2.403415e-15
2.718438e+01,7.497798e-16,1.081454e-08,3.237870e-16,3.329927e-08,2.396587e-15
2.718624e+01,7.460936e-16,1.145393e-08,3.236724e-16,3.329916e-08,2.388848e-15
2.718811e+01,7.368209e-16,1.195622e-08,3.239763e-16,3.331150e-08,2.392481e-15
2.718997e+01,7.483512e-16,1.237624e-08,3.275963e-16,3.333955e-08,2.392576e-15
2.719183e+01,7.466460e-16,1.286104e-08,3.272665e-16,3.338974e-08,2.388304e-15
2.719370e+01,7.352379e-16,1.354976e-08,3.272723e-16,3.346839e-08,2.364471e-15
2.719556e+01,7.520239e-16,1.437650e-08,3.259050e-16,3.357952e-08,2.336518e-15
2.719742e+01,7.454967e-16,1.519440e-08,3.244762e-16,3.372568e-08,2.388157e-15
2.719929e+01,7.509822e-16,1.585235e-08,3.284825e-16,3.389171e-08,2.414380e-15
2.720115e+01,7.407819e-16,1.637620e-08,3.329872e-16,3.406414e-08,2.387671e-15
2.720302e+01,7.509603e-16,1.688964e-08,3.304492e-16,3.423497e-08,2.395722e-15
2.720488e+01,7.320784e-16,1.748218e-08,3.266497e-16,3.439647e-08,2.424979e-15
2.720674e+01,7.271722e-16,1.812537e-08,3.277292e-16,3.455244e-08,2.422356e-15
2.720861e+01,7.367969e-16,1.866148e-08,3.292190e-16,3.471406e-08,2.413591e-15
2.721047e+01,7.346529e-16,1.898381e-08,3.301818e-16,3.488231e-08,2.393125e-15
2.721234e+01,7.403297e-16,1.912392e-08,3.332108e-16,3.505592e-08,2.407798e-15
2.721420e+01,7.424691e-16,1.924434e-08,3.248186e-16,3.522728e-08,2.457081e-15
2.721606e+01,7.290314e-16,1.943673e-08,3.301779e-16,3.539013e-08,2.470289e-15
2.721793e+01,7.209370e-16,1.970954e-08,3.271508e-16,3.552754e-08,2.475713e-15
2.721979e+01,7.249411e-16,1.990226e-08,3.305952e-16,3.562956e-08,2.495624e-15
2.722165e+01,7.339516e-16,1.989188e-08,3.306667e-16,3.569775e-08,2.518101e-15
2.722352e+01,7.238245e-16,1.968385e-08,3.331752e-16,3.573748e-08,2.544880e-15
2.722538e+01,7.306384e-16,1.939629e-08,3.339398e-16,3.575658e-08,2.545657e-15
2.722725e+01,7.324612e-16,1.915013e-08,3.362385e-16,3.575897e-08,2.534060e-15
2.722911e+01,7.337926e-16,1.893353e-08,3.345297e-16,3.574119e-08,2.572669e-15
2.723097e+01,7.257239e-16,1.867501e-08,3.363588e-16,3.569831e-08,2.601722e-15
2.723284e+01,7.357523e-16,1.825004e-08,3.395393e-16,3.562096e-08,2.600174e-15
2.723470e+01,7.267677e-16,1.772736e-08,3.335999e-16,3.550107e-08,2.596436e-15
2.723657e+01,7.311293e-16,1.720535e-08,3.360331e-16,3.533027e-08,2.590936e-15
2.723843e+01,7.213524e-16,1.681125e-08,3.395006e-16,3.510213e-08,2.612501e-15
2.724029e+01,7.275357e-16,1.649745e-08,3.423590e-16,3.484179e-08,2.635543e-15
2.724216e+01,7.226557e-16,1.615122e-08,3.373481e-16,3.455866e-08,2.640274e-15
2.724402e+01,7.123834e-16,1.564227e-08,3.358152e-16,3.425814e-08,2.642618e-15
2.724588e+01,7.269398e-16,1.497279e-08,3.383565e-16,3.393534e-08,2.641967e-15
2.724775e+01,7.278470e-16,1.431052e-08,3.376097e-16,3.357818e-08,2.634591e-15
2.724961e+01,7.257934e-16,1.379228e-08,3.404846e-16,3.318303e-08,2.626076e-15
2.725148e+01,7.365129e-16,1.345900e-08,3.397026e-16,3.274496e-08,2.663428e-15
2.725334e+01,7.470032e-16,1.318954e-08,3.333072e-16,3.227065e-08,2.685199e-15
2.725520e+01,7.361425e-16,1.288731e-08,3.346007e-16,3.176417e-08,2.674669e-15
2.725707e+01,7.357008e-16,1.248168e-08,3.368299e-16,3.123153e-08,2.654998e-15
2.725893e+01,7.461789e-16,1.212929e-08,3.357132e-16,3.069663e-08,2.629774e-15
2.726080e+01,7.332329e-16,1.192849e-08,3.363071e-16,3.015493e-08,2.659604e-15
2.726266e+01,7.341030e-16,1.189473e-08,3.372111e-16,2.960934e-08,2.684886e-15
2.726452e+01,7.309478e-16,1.190715e-08,3.347476e-16,2.905336e-08,2.671702e-15
2.726639e+01,7.439040e-16,1.182911e-08,3.384328e-16,2.847917e-08,2.661899e-15
2.726825e+01,7.552632e-16,1.164270e-08,3.385577e-16,2.788326e-08,2.655621e-15
2.727011e+01,7.558694e-16,1.147413e-08,3.351334e-16,2.727019e-08,2.688679e-15
2.727198e+01,7.499947e-16,1.154700e-08,3.398809e-16,2.664999e-08,2.725850e-15
2.727384e+01,7.426254e-16,1.186593e-08,3.381859e-16,2.604288e-08,2.693122e-15
2.727571e+01,7.556592e-16,1.232152e-08,3.368171e-16,2.545266e-08,2.677293e-15
2.727757e+01,7.516825e-16,1.268805e-08,3.401183e-16,2.488968e-08,2.689294e-15
2.727943e+01,7.488864e-16,1.287065e-08,3.443034e-16,2.434137e-08,2.705744e-15
2.728130e+01,7.583243e-16,1.291461e-08,3.422261e-16,2.379708e-08,2.724464e-15
2.728316e+01,7.593818e-16,1.303892e-08,3.374386e-16,2.325703e-08,2.724451e-15
2.728503e+01,7.692243e-16,1.334969e-08,3.446591e-16,2.271648e-08,2.722194e-15
2.728689e+01,7.646662e-16,1.376582e-08,3.408690e-16,2.218667e-08,2.715414e-15
2.728875e+01,7.597316e-16,1.411722e-08,3.387826e-16,2.167642e-08,2.717765e-15
2.729062e+01,7.695725e-16,1.426961e-08,3.365484e-16,2.119968e-08,2.727527e-15
2.729248e+01,7.751620e-16,1.428309e-08,3.392836e-16,2.076207e-08,2.720951e-15
2.729435e+01,7.808491e-16,1.433007e-08,3.364706e-16,2.035217e-08,2.719074e-15
2.729621e+01,7.841991e-16,1.457817e-08,3.341759e-16,1.996781e-08,2.762212e-15
2.729807e+01,7.722329e-16,1.493314e-08,3.402703e-16,1.960084e-08,2.770427e-15
2.729994e+01,7.673076e-16,1.518321e-08,3.346961e-16,1.924597e-08,2.733172e-15
2.730180e+01,7.687619e-16,1.514197e-08,3.365624e-16,1.890270e-08,2.722462e-15
2.730366e+01,7.699338e-16,1.481916e-08,3.291952e-16,1.857723e-08,2.721479e-15
2.730553e+01,7.676547e-16,1.442027e-08,3.358000e-16,1.827592e-08,2.722393e-15
2.730739e+01,7.735121e-16,1.421286e-08,3.373766e-16,1.800908e-08,2.723692e-15
2.730926e+01,7.796769e-16,1.424784e-08,3.334743e-16,1.778022e-08,2.725842e-15
2.731112e+01,7.810957e-16,1.433280e-08,3.300866e-16,1.758904e-08,2.738361e-15
2.731298e+01,7.972676e-16,1.424707e-08,3.296670e-16,1.741102e-08,2.757436e-15
2.731485e+01,8.032685e-16,1.389327e-08,3.320357e-16,1.724057e-08,2.757515e-15
2.731671e+01,7.964909e-16,1.340837e-08,3.306313e-16,1.707740e-08,2.757324e-15
2.731858e+01,7.952568e-16,1.302178e-08,3.349201e-16,1.692059e-08,2.764235e-15
2.732044e+01,8.027925e-16,1.287282e-08,3.368319e-16,1.678013e-08,2.779229e-15
2.732230e+01,8.058406e-16,1.283162e-08,3.340596e-16,1.666790e-08,2.802521e-15
2.732417e+01,7.976278e-16,1.266712e-08,3.358208e-16,1.658302e-08,2.813120e-15
2.732603e+01,8.052322e-16,1.229459e-08,3.398067e-16,1.652223e-08,2.819458e-15
2.732789e+01,8.120558e-16,1.181157e-08,3.373744e-16,1.647743e-08,2.817420e-15
2.732976e+01,8.140125e-16,1.149142e-08,3.346429e-16,1.643922e-08,2.821795e-15
2.733162e+01,8.130890e-16,1.153199e-08,3.399559e-16,1.640107e-08,2.836824e-15
2.733349e+01,8.042371e-16,1.182999e-08,3.369500e-16,1.636208e-08,2.843721e-15
2.733535e+01,7.987833e-16,1.209801e-08,3.345974e-16,1.632708e-08,2.846530e-15
2.733721e+01,7.968589e-16,1.211577e-08,3.346101e-16,1.630154e-08,2.839655e-15
2.733908e+01,8.032686e-16,1.190536e-08,3.383191e-16,1.629144e-08,2.841114e-15
2.734094e+01,8.019677e-16,1.168774e-08,3.347042e-16,1.630470e-08,2.867774e-15
2.734281e+01,7.917097e-16,1.175232e-08,3.362507e-16,1.633651e-08,2.884087e-15
2.734467e+01,8.042344e-16,1.214017e-08,3.371154e-16,1.637288e-08,2.891803e-15
2.734653e+01,7.961100e-16,1.264123e-08,3.390552e-16,1.640655e-08,2.880354e-15
2.734840e+01,7.914471e-16,1.299569e-08,3.376816e-16,1.643389e-08,2.871494e-15
2.735026e+01,7.910047e-16,1.314449e-08,3.400084e-16,1.645577e-08,2.900931e-15
2.735212e+01,7.890751e-16,1.322614e-08,3.343705e-16,1.648161e-08,2.917874e-15
2.735399e+01,7.850630e-16,1.348504e-08,3.343263e-16,1.652034e-08,2.918265e-15
2.735585e+01,7.890889e-16,1.399934e-08,3.356569e-16,1.657576e-08,2.934999e-15
2.735772e+01,7.773952e-16,1.458121e-08,3.394612e-16,1.664767e-08,2.957782e-15
2.735958e+01,7.671873e-16,1.497789e-08,3.375351e-16,1.673008e-08,2.969060e-15
2.736144e+01,7.533954e-16,1.508517e-08,3.389025e-16,1.681315e-08,2.975986e-15
2.736331e+01,7.502901e-16,1.507248e-08,3.405829e-16,1.689038e-08,2.973293e-15
2.736517e+01,7.538213e-16,1.518711e-08,3.380827e-16,1.696210e-08,2.967377e-15
2.736704e+01,7.487081e-16,1.563703e-08,3.370830e-16,1.703411e-08,2.959327e-15
2.736890e+01,7.570645e-16,1.627188e-08,3.369844e-16,1.711195e-08,2.984839e-15
2.737076e+01,7.508294e-16,1.680483e-08,3.342733e-16,1.720254e-08,3.014229e-15
2.737263e+01,7.482118e-16,1.701987e-08,3.364977e-16,1.731385e-08,3.044979e-15
2.737449e+01,7.450784e-16,1.697115e-08,3.354945e-16,1.743781e-08,3.056054e-15
2.737635e+01,7.365757e-16,1.689395e-08,3.369292e-16,1.756716e-08,3.046759e-15
2.737822e+01,7.262683e-16,1.700909e-08,3.351191e-16,1.769652e-08,3.068658e-15
2.738008e+01,7.290993e-16,1.734545e-08,3.357307e-16,1.782025e-08,3.096169e-15
2.738195e+01,7.344592e-16,1.765728e-08,3.358417e-16,1.793865e-08,3.086797e-15
2.738381e+01,7.335102e-16,1.776904e-08,3.335428e-16,1.805857e-08,3.077588e-15
2.738567e+01,7.359241e-16,1.767145e-08,3.385079e-16,1.818912e-08,3.068571e-15
2.738754e+01,7.210711e-16,1.756642e-08,3.321896e-16,1.833539e-08,3.071550e-15
2.738940e+01,7.253758e-16,1.762862e-08,3.329376e-16,1.849652e-08,3.080599e-15
2.739127e+01,7.101188e-16,1.789909e-08,3.301286e-16,1.867120e-08,3.087961e-15
2.739313e+01,7.141906e-16,1.813246e-08,3.303529e-16,1.884434e-08,3.084564e-15
2.739499e+01,7.031797e-16,1.811555e-08,3.308227e-16,1.900985e-08,3.049691e-15
2.739686e+01,7.110496e-16,1.782853e-08,3.344997e-16,1.916984e-08,3.055476e-15
2.739872e+01,7.145755e-16,1.746479e-08,3.269234e-16,1.932590e-08,3.095087e-15
2.740059e+01,7.116984e-16,1.727806e-08,3.320801e-16,1.948479e-08,3.092018e-15
2.740245e+01,7.016144e-16,1.735413e-08,3.329335e-16,1.965273e-08,3.078659e-15
2.740431e+01,6.960209e-16,1.757159e-08,3.315629e-16,1.983559e-08,3.051436e-15
2.740618e+01,7.063609e-16,1.762551e-08,3.284548e-16,2.002798e-08,3.043177e-15
2.740804e+01,7.038339e-16,1.743203e-08,3.300899e-16,2.022073e-08,3.060387e-15
2.740990e+01,6.894609e-16,1.708955e-08,3.301252e-16,2.040779e-08,3.023447e-15
2.741177e+01,6.852396e-16,1.681411e-08,3.281290e-16,2.058447e-08,2.966205e-15
2.741363e+01,6.916476e-16,1.672871e-08,3.275816e-16,2.074755e-08,2.971677e-15
2.741550e+01,6.861649e-16,1.676761e-08,3.275165e-16,2.090605e-08,2.979512e-15
2.741736e+01,6.930228e-16,1.672244e-08,3.262147e-16,2.106586e-08,2.992471e-15
2.741922e+01,6.962138e-16,1.648780e-08,3.265585e-16,2.123162e-08,2.998170e-15
2.742109e+01,6.975247e-16,1.617302e-08,3.267662e-16,2.140530e-08,2.999080e-15
2.742295e+01,7.013479e-16,1.596986e-08,3.266955e-16,2.158239e-08,2.991836e-15
2.742482e+01,7.018262e-16,1.600377e-08,3.286983e-16,2.175322e-08,2.982641e-15
2.742668e+01,6.833418e-16,1.618900e-08,3.290818e-16,2.190609e-08,2.969402e-15
2.742854e+01,6.810389e-16,1.632113e-08,3.309216e-16,2.204320e-08,2.958738e-15
2.743041e+01,6.832257e-16,1.619763e-08,3.323400e-16,2.216855e-08,2.950778e-15
2.743227e+01,6.811395e-16,1.589988e-08,3.321921e-16,2.228594e-08,2.906180e-15
2.743413e+01,6.883021e-16,1.563445e-08,3.341416e-16,2.240294e-08,2.858420e-15
2.743600e+01,6.785245e-16,1.557408e-08,3.333537e-16,2.252691e-08,2.906855e-15
2.743786e+01,6.876199e-16,1.573144e-08,3.354959e-16,2.265139e-08,2.924829e-15
2.743973e+01,6.921754e-16,1.593087e-08,3.350458e-16,2.277121e-08,2.890205e-15
2.744159e+01,6.965628e-16,1.598059e-08,3.391521e-16,2.287847e-08,2.865171e-15
2.744345e+01,6.881300e-16,1.584859e-08,3.342020e-16,2.296784e-08,2.844953e-15
2.744532e+01,6.805544e-16,1.568747e-08,3.310110e-16,2.303731e-08,2.850740e-15
2.744718e+01,6.964006e-16,1.564459e-08,3.328716e-16,2.309789e-08,2.847425e-15
2.744905e+01,6.792804e-16,1.573276e-08,3.328247e-16,2.315579e-08,2.812316e-15
2.745091e+01,6.758023e-16,1.581855e-08,3.346241e-16,2.321463e-08,2.796189e-15
2.745277e+01,6.853613e-16,1.572313e-08,3.335107e-16,2.327732e-08,2.795881e-15
2.745464e+01,6.824567e-16,1.540964e-08,3.336653e-16,2.334381e-08,2.786459e-15
2.745650e+01,6.732907e-16,1.503737e-08,3.336022e-16,2.340525e-08,2.773535e-15
2.745836e+01,6.748454e-16,1.479632e-08,3.343291e-16,2.345380e-08,2.748792e-15
2.746023e+01,6.827988e-16,1.473357e-08,3.325777e-16,2.348853e-08,2.731044e-15
2.746209e+01,6.728201e-16,1.474551e-08,3.314367e-16,2.351254e-08,2.723082e-15
2.746396e+01,6.761703e-16,1.461722e-08,3.338909e-16,2.353360e-08,2.712939e-15
2.746582e+01,6.885551e-16,1.422878e-08,3.318860e-16,2.356206e-08,2.701894e-15
2.746768e+01,6.815347e-16,1.366870e-08,3.322041e-16,2.360139e-08,2.680210e-15
2.746955e+01,6.782162e-16,1.312047e-08,3.389236e-16,2.365136e-08,2.677474e-15
2.747141e+01,6.760866e-16,1.272294e-08,3.399428e-16,2.370725e-08,2.718001e-15
2.747328e+01,6.867827e-16,1.243102e-08,3.378069e-16,2.376330e-08,2.714691e-15
2.747514e+01,7.014270e-16,1.213179e-08,3.376876e-16,2.381136e-08,2.682056e-15
2.747700e+01,7.010000e-16,1.168659e-08,3.336366e-16,2.385337e-08,2.656894e-15
2.747887e+01,6.917800e-16,1.115978e-08,3.343348e-16,2.389911e-08,2.631197e-15
2.748073e+01,6.860927e-16,1.069235e-08,3.313353e-16,2.395505e-08,2.599998e-15
2.748259e+01,6.991848e-16,1.040267e-08,3.358640e-16,2.402593e-08,2.581440e-15
2.748446e+01,7.046711e-16,1.025990e-08,3.339857e-16,2.411346e-08,2.576635e-15
2.748632e+01,6.958082e-16,1.013049e-08,3.296698e-16,2.421770e-08,2.574313e-15
2.748819e+01,6.855341e-16,9.876842e-09,3.267881e-16,2.433064e-08,2.572353e-15
2.749005e+01,6.879041e-16,9.496497e-09,3.285258e-16,2.444617e-08,2.565782e-15
2.749191e+01,6.922694e-16,9.169187e-09,3.364033e-16,2.456219e-08,2.545032e-15
2.749378e+01,6.885780e-16,9.048091e-09,3.353890e-16,2.467938e-08,2.498848e-15
2.749564e+01,6.972686e-16,9.195176e-09,3.314661e-16,2.480322e-08,2.488786e-15
2.749751e+01,6.951214e-16,9.489924e-09,3.322578e-16,2.494694e-08,2.497591e-15
2.749937e+01,6.915833e-16,9.789446e-09,3.304620e-16,2.510638e-08,2.492745e-15
2.750123e+01,6.843501e-16,9.973479e-09,3.223273e-16,2.528116e-08,2.491152e-15
2.750310e+01,6.824783e-16,1.012600e-08,3.266738e-16,2.546917e-08,2.501981e-15
2.750496e+01,6.900545e-16,1.036582e-08,3.333786e-16,2.566242e-08,2.498890e-15
2.750682e+01,6.867433e-16,1.076376e-08,3.301686e-16,2.585108e-08,2.483879e-15
2.750869e+01,6.925656e-16,1.127322e-08,3.232679e-16,2.603628e-08,2.488053e-15
2.751055e+01,6.899063e-16,1.176836e-08,3.242828e-16,2.622046e-08,2.488335e-15
2.751242e+01,6.883387e-16,1.218487e-08,3.217973e-16,2.641134e-08,2.432860e-15
2.751428e+01,6.883052e-16,1.253198e-08,3.216440e-16,2.661141e-08,2.399461e-15
2.751614e+01,6.857218e-16,1.297395e-08,3.235153e-16,2.682164e-08,2.396220e-15
2.751801e+01,6.875241e-16,1.356838e-08,3.235289e-16,2.703681e-08,2.388419e-15
2.751987e+01,6.899113e-16,1.426844e-08,3.176205e-16,2.724602e-08,2.378783e-15
2.752174e+01,6.962149e-16,1.492868e-08,3.194887e-16,2.744669e-08,2.361134e-15
2.752360e+01,6.879518e-16,1.541430e-08,3.230270e-16,2.763392e-08,2.355766e-15
2.752546e+01,6.902864e-16,1.568862e-08,3.211707e-16,2.780808e-08,2.378689e-15
2.752733e+01,6.826606e-16,1.587524e-08,3.239836e-16,2.797141e-08,2.372014e-15
2.752919e+01,6.927893e-16,1.614007e-08,3.251590e-16,2.813321e-08,2.345134e-15
2.753106e+01,6.923768e-16,1.652908e-08,3.208407e-16,2.829409e-08,2.334313e-15
2.753292e+01,6.857288e-16,1.697183e-08,3.249427e-16,2.844830e-08,2.328299e-15
2.753478e+01,6.801157e-16,1.732877e-08,3.221193e-16,2.859229e-08,2.334399e-15
2.753665e+01,6.810393e-16,1.753267e-08,3.198746e-16,2.872247e-08,2.324172e-15
2.753851e+01,6.971778e-16,1.758950e-08,3.278544e-16,2.882732e-08,2.296081e-15
2.754037e+01,6.875138e-16,1.764512e-08,3.224287e-16,2.891143e-08,2.288547e-15
2.754224e+01,6.835106e-16,1.775732e-08,3.218629e-16,2.897855e-08,2.285153e-15
2.754410e+01,6.979665e-16,1.788772e-08,3.238885e-16,2.903308e-08,2.252254e-15
2.754597e+01,6.948306e-16,1.792940e-08,3.231314e-16,2.908129e-08,2.227056e-15
2.754783e+01,7.036810e-16,1.779865e-08,3.185896e-16,2.912490e-08,2.216024e-15
2.754969e+01,6.965686e-16,1.753715e-08,3.177736e-16,2.915827e-08,2.219390e-15
2.755156e+01,6.969909e-16,1.727048e-08,3.223006e-16,2.917593e-08,2.230549e-15
2.755342e+01,6.981615e-16,1.714845e-08,3.200672e-16,2.917509e-08,2.241291e-15
2.755529e+01,7.112601e-16,1.715146e-08,3.200366e-16,2.915599e-08,2.251915e-15
2.755715e+01,7.055745e-16,1.715806e-08,3.198585e-16,2.912199e-08,2.261992e-15
2.755901e+01,7.144294e-16,1.702270e-08,3.219953e-16,2.907721e-08,2.263442e-15
2.756088e+01,7.063010e-16,1.669506e-08,3.175677e-16,2.903322e-08,2.257278e-15
2.756274e+01,7.074161e-16,1.626122e-08,3.171723e-16,2.899327e-08,2.240939e-15
2.756460e+01,7.135089e-16,1.589079e-08,3.196428e-16,2.895603e-08,2.229512e-15
2.756647e+01,7.118525e-16,1.567714e-08,3.174420e-16,2.891745e-08,2.270729e-15
2.756833e+01,7.045976e-16,1.556768e-08,3.211882e-16,2.887273e-08,2.290736e-15
2.757020e+01,6.996923e-16,1.544911e-08,3.212730e-16,2.882152e-08,2.280978e-15
2.757206e+01,7.130175e-16,1.523070e-08,3.190003e-16,2.876908e-08,2.268319e-15
2.757392e+01,7.093840e-16,1.495377e-08,3.234379e-16,2.872044e-08,2.254452e-15
2.757579e+01,7.103504e-16,1.472863e-08,3.212793e-16,2.868143e-08,2.261243e-15
2.757765e+01,7.073326e-16,1.467335e-08,3.175464e-16,2.865860e-08,2.271069e-15
2.757952e+01,7.139577e-16,1.475229e-08,3.193488e-16,2.865978e-08,2.288302e-15
2.758138e+01,7.103269e-16,1.483562e-08,3.198182e-16,2.867745e-08,2.286441e-15
2.758324e+01,7.044782e-16,1.482110e-08,3.169272e-16,2.870666e-08,2.271452e-15
2.758511e+01,7.134854e-16,1.469163e-08,3.166959e-16,2.874442e-08,2.274414e-15
2.758697e+01,7.209860e-16,1.458745e-08,3.195765e-16,2.878947e-08,2.281157e-15
2.758883e+01,7.145517e-16,1.466463e-08,3.182977e-16,2.884773e-08,2.294415e-15
2.759070e+01,7.204724e-16,1.497470e-08,3.164760e-16,2.893019e-08,2.302951e-15
2.759256e+01,7.214746e-16,1.540645e-08,3.200620e-16,2.903958e-08,2.306080e-15
2.759443e+01,7.258779e-16,1.581196e-08,3.189125e-16,2.917897e-08,2.298750e-15
2.759629e+01,7.246247e-16,1.608690e-08,3.215691e-16,2.934574e-08,2.291298e-15
2.759815e+01,7.313515e-16,1.626718e-08,3.243067e-16,2.953690e-08,2.332282e-15
2.760002e+01,7.229712e-16,1.648618e-08,3.223017e-16,2.974681e-08,2.372893e-15
2.760188e+01,7.215806e-16,1.683309e-08,3.215518e-16,2.996894e-08,2.412206e-15
2.760375e+01,7.188181e-16,1.729566e-08,3.217418e-16,3.020721e-08,2.417619e-15
2.760561e+01,7.328751e-16,1.773662e-08,3.214602e-16,3.046235e-08,2.404497e-15
2.760747e+01,7.345538e-16,1.806849e-08,3.217931e-16,3.074006e-08,2.382304e-15
2.760934e+01,7.368309e-16,1.827330e-08,3.254387e-16,3.105308e-08,2.369114e-15
2.761120e+01,7.280486e-16,1.846352e-08,3.310391e-16,3.139620e-08,2.387339e-15
2.761306e+01,7.307307e-16,1.873091e-08,3.223849e-16,3.176068e-08,2.385560e-15
2.761493e+01,7.370347e-16,1.908179e-08,3.213506e-16,3.214215e-08,2.365711e-15
2.761679e+01,7.268926e-16,1.939283e-08,3.260298e-16,3.253047e-08,2.384170e-15
2.761866e+01,7.365976e-16,1.952456e-08,3.226561e-16,3.292554e-08,2.410688e-15
2.762052e+01,7.330199e-16,1.943110e-08,3.201443e-16,3.332826e-08,2.434653e-15
2.762238e+01,7.334245e-16,1.917634e-08,3.241832e-16,3.374303e-08,2.445200e-15
2.762425e+01,7.426332e-16,1.893350e-08,3.262433e-16,3.417753e-08,2.436279e-15
2.762611e+01,7.478338e-16,1.878658e-08,3.243600e-16,3.462849e-08,2.409383e-15
2.762798e+01,7.421973e-16,1.871420e-08,3.283810e-16,3.509820e-08,2.374735e-15
2.762984e+01,7.289906e-16,1.857006e-08,3.321472e-16,3.557487e-08,2.389561e-15
2.763170e+01,7.391734e-16,1.825893e-08,3.237064e-16,3.605090e-08,2.404783e-15
2.763357e+01,7.445033e-16,1.775865e-08,3.287403e-16,3.652032e-08,2.421057e-15
2.763543e+01,7.391861e-16,1.717674e-08,3.279650e-16,3.698074e-08,2.445832e-15
2.763730e+01,7.489353e-16,1.663325e-08,3.245264e-16,3.744041e-08,2.476839e-15
2.763916e+01,7.456866e-16,1.615208e-08,3.243471e-16,3.789731e-08,2.484088e-15
2.764102e+01,7.598512e-16,1.567651e-08,3.266222e-16,3.835912e-08,2.485132e-15
2.764289e+01,7.389301e-16,1.510707e-08,3.305274e-16,3.883217e-08,2.471472e-15
2.764475e+01,7.481352e-16,1.444707e-08,3.259191e-16,3.930054e-08,2.485283e-15
2.764661e+01,7.453598e-16,1.374758e-08,3.300863e-16,3.976013e-08,2.530272e-15
2.764848e+01,7.359760e-16,1.315437e-08,3.347410e-16,4.020765e-08,2.548023e-15
2.765034e+01,7.388545e-16,1.270402e-08,3.301773e-16,4.063137e-08,2.556418e-15
2.765221e+01,7.448949e-16,1.232496e-08,3.284653e-16,4.103746e-08,2.554256e-15
