k_s_per_km,kPk_pi_p8_0,kPk_pi_p8_1,kPk_pi_p8_2,kPk_pi_p8_n1,kPk_pi_p8_n2
3.473484e-01,5.803695e-12,1.172714e-11,9.565025e-12,5.207643e-12,2.831807e-12
3.477914e-01,5.865378e-12,1.157118e-11,9.566482e-12,5.161538e-12,2.871460e-12
3.482345e-01,5.941785e-12,1.137725e-11,9.575833e-12,5.247023e-12,2.899402e-12
3.486775e-01,6.028309e-12,1.114923e-11,9.589364e-12,5.471757e-12,2.913103e-12
3.491206e-01,6.129248e-12,1.089332e-11,9.607188e-12,5.602818e-12,2.910582e-12
3.495636e-01,6.239542e-12,1.061680e-11,9.631716e-12,5.576140e-12,2.895598e-12
3.500066e-01,6.363428e-12,1.033016e-11,9.658547e-12,5.611644e-12,2.871846e-12
3.504497e-01,6.494749e-12,1.004282e-11,9.695163e-12,5.822889e-12,2.845939e-12
3.508927e-01,6.635665e-12,9.766931e-12,9.737528e-12,6.004575e-12,2.820899e-12
3.513358e-01,6.781117e-12,9.513102e-12,9.792386e-12,5.987591e-12,2.800835e-12
3.517788e-01,6.931834e-12,9.291104e-12,9.859479e-12,5.934691e-12,2.784954e-12
3.522219e-01,7.082438e-12,9.106927e-12,9.941554e-12,6.056046e-12,2.772302e-12
3.526649e-01,7.232119e-12,8.964855e-12,1.004031e-11,6.238185e-12,2.758671e-12
3.531080e-01,7.377483e-12,8.864176e-12,1.015754e-11,6.246773e-12,2.740043e-12
3.535510e-01,7.516202e-12,8.801698e-12,1.029102e-11,6.138190e-12,2.712401e-12
3.539941e-01,7.646346e-12,8.770205e-12,1.044455e-11,6.160235e-12,2.673410e-12
3.544371e-01,7.766344e-12,8.761133e-12,1.061159e-11,6.316976e-12,2.622431e-12
3.548802e-01,7.876073e-12,8.766060e-12,1.079479e-11,6.374321e-12,2.560230e-12
3.553232e-01,7.972720e-12,8.777540e-12,1.098805e-11,6.279937e-12,2.490400e-12
3.557662e-01,8.059669e-12,8.791092e-12,1.118678e-11,6.253969e-12,2.415791e-12
3.562093e-01,8.133458e-12,8.802734e-12,1.138893e-11,6.392853e-12,2.341319e-12
3.566523e-01,8.198199e-12,8.811857e-12,1.158614e-11,6.504015e-12,2.269145e-12
3.570954e-01,8.250248e-12,8.816895e-12,1.177678e-11,6.456628e-12,2.203095e-12
3.575384e-01,8.295144e-12,8.818622e-12,1.195429e-11,6.414174e-12,2.143072e-12
3.579815e-01,8.328898e-12,8.813896e-12,1.211462e-11,6.535457e-12,2.090437e-12
3.584245e-01,8.357469e-12,8.800723e-12,1.225573e-11,6.685906e-12,2.042599e-12
3.588676e-01,8.377706e-12,8.774472e-12,1.237201e-11,6.676995e-12,2.000356e-12
3.593106e-01,8.395998e-12,8.731895e-12,1.246346e-11,6.603438e-12,1.961057e-12
3.597537e-01,8.410404e-12,8.670356e-12,1.253057e-11,6.673244e-12,1.926048e-12
3.601967e-01,8.427393e-12,8.590013e-12,1.257180e-11,6.833962e-12,1.894580e-12
3.606398e-01,8.446099e-12,8.493072e-12,1.259375e-11,6.865371e-12,1.868463e-12
3.610828e-01,8.472565e-12,8.383701e-12,1.259409e-11,6.766624e-12,1.847834e-12
3.615259e-01,8.506024e-12,8.268478e-12,1.258172e-11,6.757467e-12,1.835274e-12
3.619689e-01,8.549957e-12,8.153586e-12,1.255900e-11,6.891890e-12,1.831108e-12
3.624119e-01,8.603309e-12,8.046149e-12,1.253133e-11,6.970898e-12,1.836497e-12
3.628550e-01,8.667132e-12,7.951155e-12,1.250457e-11,6.894605e-12,1.850988e-12
3.632980e-01,8.740094e-12,7.873169e-12,1.248287e-11,6.832394e-12,1.874361e-12
3.637411e-01,8.820540e-12,7.813577e-12,1.247008e-11,6.919017e-12,1.905268e-12
3.641841e-01,8.906708e-12,7.774083e-12,1.247088e-11,7.027674e-12,1.942604e-12
3.646272e-01,8.995621e-12,7.754092e-12,1.248371e-11,7.001215e-12,1.984925e-12
3.650702e-01,9.086711e-12,7.752602e-12,1.251463e-11,6.924904e-12,2.031068e-12
3.655133e-01,9.175821e-12,7.769243e-12,1.256019e-11,6.963014e-12,2.079993e-12
3.659563e-01,9.263337e-12,7.802437e-12,1.262098e-11,7.071614e-12,2.130801e-12
3.663994e-01,9.344325e-12,7.852394e-12,1.269564e-11,7.083427e-12,2.183204e-12
3.668424e-01,9.418309e-12,7.920449e-12,1.277913e-11,7.000308e-12,2.236545e-12
3.672855e-01,9.479956e-12,8.009741e-12,1.287236e-11,6.979060e-12,2.291199e-12
3.677285e-01,9.528422e-12,8.124703e-12,1.296969e-11,7.055777e-12,2.346879e-12
3.681715e-01,9.557556e-12,8.270505e-12,1.307045e-11,7.090678e-12,2.404281e-12
3.686146e-01,9.565563e-12,8.450775e-12,1.317251e-11,7.010889e-12,2.463121e-12
3.690576e-01,9.546162e-12,8.667886e-12,1.327119e-11,6.922811e-12,2.524216e-12
3.695007e-01,9.498967e-12,8.921192e-12,1.336718e-11,6.923853e-12,2.586960e-12
3.699437e-01,9.418875e-12,9.205778e-12,1.345841e-11,6.951409e-12,2.652097e-12
3.703868e-01,9.307561e-12,9.514030e-12,1.354317e-11,6.900544e-12,2.718961e-12
3.708298e-01,9.164722e-12,9.835601e-12,1.362327e-11,6.788266e-12,2.787887e-12
3.712729e-01,8.994181e-12,1.016097e-11,1.369416e-11,6.703365e-12,2.857660e-12
3.717159e-01,8.798083e-12,1.048127e-11,1.375842e-11,6.667096e-12,2.929124e-12
3.721590e-01,8.583205e-12,1.079211e-11,1.381227e-11,6.622848e-12,3.001822e-12
3.726020e-01,8.353706e-12,1.109074e-11,1.385481e-11,6.533394e-12,3.076881e-12
3.730451e-01,8.117128e-12,1.138048e-11,1.388643e-11,6.415384e-12,3.154439e-12
3.734881e-01,7.878216e-12,1.166582e-11,1.390393e-11,6.301302e-12,3.237128e-12
3.739312e-01,7.643428e-12,1.195157e-11,1.390671e-11,6.202645e-12,3.325499e-12
3.743742e-01,7.416642e-12,1.224150e-11,1.389428e-11,6.109026e-12,3.421138e-12
3.748172e-01,7.202056e-12,1.253646e-11,1.386215e-11,5.995164e-12,3.523669e-12
3.752603e-01,7.002808e-12,1.283217e-11,1.381356e-11,5.849267e-12,3.633068e-12
3.757033e-01,6.821797e-12,1.312019e-11,1.374384e-11,5.694409e-12,3.746120e-12
3.761464e-01,6.659763e-12,1.338966e-11,1.365689e-11,5.559708e-12,3.859695e-12
3.765894e-01,6.517560e-12,1.362673e-11,1.355198e-11,5.432654e-12,3.968831e-12
3.770325e-01,6.395512e-12,1.381863e-11,1.342686e-11,5.284114e-12,4.068897e-12
3.774755e-01,6.291471e-12,1.395513e-11,1.328589e-11,5.126802e-12,4.155699e-12
3.779186e-01,6.204728e-12,1.403286e-11,1.312776e-11,4.995514e-12,4.227001e-12
3.783616e-01,6.132901e-12,1.405175e-11,1.295535e-11,4.877575e-12,4.281964e-12
3.788047e-01,6.073806e-12,1.402052e-11,1.277069e-11,4.736618e-12,4.322892e-12
3.792477e-01,6.023411e-12,1.395169e-11,1.257320e-11,4.600679e-12,4.354037e-12
3.796908e-01,5.980306e-12,1.385939e-11,1.236719e-11,4.533295e-12,4.380665e-12
3.801338e-01,5.940720e-12,1.375559e-11,1.215246e-11,4.511871e-12,4.409175e-12
3.805768e-01,5.905066e-12,1.364860e-11,1.193154e-11,4.443476e-12,4.444282e-12
3.810199e-01,5.869781e-12,1.353869e-11,1.170997e-11,4.336194e-12,4.488821e-12
3.814629e-01,5.836525e-12,1.341912e-11,1.148670e-11,4.316094e-12,4.541906e-12
3.819060e-01,5.803350e-12,1.327832e-11,1.126778e-11,4.419427e-12,4.600999e-12
3.823490e-01,5.772372e-12,1.310311e-11,1.105381e-11,4.505211e-12,4.659764e-12
3.827921e-01,5.741377e-12,1.288420e-11,1.084836e-11,4.482555e-12,4.710908e-12
3.832351e-01,5.711971e-12,1.262010e-11,1.065521e-11,4.479753e-12,4.746800e-12
3.836782e-01,5.680975e-12,1.231955e-11,1.047586e-11,4.642737e-12,4.762446e-12
3.841212e-01,5.649478e-12,1.199972e-11,1.031444e-11,4.879969e-12,4.754048e-12
3.845643e-01,5.614215e-12,1.168378e-11,1.017115e-11,5.007463e-12,4.723547e-12
3.850073e-01,5.575220e-12,1.139349e-11,1.004528e-11,5.064767e-12,4.675019e-12
3.854504e-01,5.529918e-12,1.114523e-11,9.941110e-12,5.254461e-12,4.616796e-12
3.858934e-01,5.479069e-12,1.094486e-11,9.853445e-12,5.591010e-12,4.557657e-12
3.863364e-01,5.421762e-12,1.078816e-11,9.785323e-12,5.874970e-12,4.507088e-12
3.867795e-01,5.359876e-12,1.066388e-11,9.733359e-12,6.044219e-12,4.471441e-12
3.872225e-01,5.295263e-12,1.055870e-11,9.695031e-12,6.285546e-12,4.455030e-12
3.876656e-01,5.230269e-12,1.046404e-11,9.670301e-12,6.699212e-12,4.456727e-12
3.881086e-01,5.167874e-12,1.038113e-11,9.653876e-12,7.109042e-12,4.472977e-12
3.885517e-01,5.110981e-12,1.032022e-11,9.645590e-12,7.369435e-12,4.495895e-12
3.889947e-01,5.063198e-12,1.029968e-11,9.643032e-12,7.628851e-12,4.517203e-12
3.894378e-01,5.025427e-12,1.033809e-11,9.643387e-12,8.067867e-12,4.527737e-12
3.898808e-01,5.000943e-12,1.044777e-11,9.647397e-12,8.559472e-12,4.520982e-12
3.903239e-01,4.989548e-12,1.062797e-11,9.650257e-12,8.870620e-12,4.491974e-12
3.907669e-01,4.993663e-12,1.086420e-11,9.652362e-12,9.067938e-12,4.439831e-12
3.912100e-01,5.012025e-12,1.112942e-11,9.653500e-12,9.408949e-12,4.366171e-12
3.916530e-01,5.047389e-12,1.139184e-11,9.649813e-12,9.887866e-12,4.275134e-12
3.920961e-01,5.098222e-12,1.162272e-11,9.645505e-12,1.023260e-11,4.171769e-12
3.925391e-01,5.167603e-12,1.180474e-11,9.636610e-12,1.036851e-11,4.060765e-12
3.929821e-01,5.254115e-12,1.193427e-11,9.624870e-12,1.054788e-11,3.946089e-12
3.934252e-01,5.360993e-12,1.202330e-11,9.609904e-12,1.091151e-11,3.830770e-12
3.938682e-01,5.487095e-12,1.209315e-11,9.591601e-12,1.124774e-11,3.715960e-12
3.943113e-01,5.634636e-12,1.216432e-11,9.574181e-12,1.136708e-11,3.601559e-12
3.947543e-01,5.803216e-12,1.225054e-11,9.556748e-12,1.143180e-11,3.488153e-12
3.951974e-01,5.994489e-12,1.235207e-11,9.541844e-12,1.166035e-11,3.375245e-12
3.956404e-01,6.207677e-12,1.245554e-11,9.533717e-12,1.193774e-11,3.264433e-12
3.960835e-01,6.443982e-12,1.253818e-11,9.530546e-12,1.202471e-11,3.157156e-12
3.965265e-01,6.702182e-12,1.257529e-11,9.540113e-12,1.199126e-11,3.056587e-12
3.969696e-01,6.982543e-12,1.254774e-11,9.561333e-12,1.209177e-11,2.964815e-12
3.974126e-01,7.283954e-12,1.245036e-11,9.598091e-12,1.229830e-11,2.884970e-12
3.978557e-01,7.604752e-12,1.229134e-11,9.654335e-12,1.233334e-11,2.817484e-12
3.982987e-01,7.942611e-12,1.209317e-11,9.728339e-12,1.216252e-11,2.763106e-12
3.987417e-01,8.293196e-12,1.188372e-11,9.824390e-12,1.207237e-11,2.719178e-12
3.991848e-01,8.652330e-12,1.169072e-11,9.941509e-12,1.217104e-11,2.683457e-12
3.996278e-01,9.012628e-12,1.153280e-11,1.008049e-11,1.218299e-11,2.651176e-12
4.000709e-01,9.368457e-12,1.141717e-11,1.024299e-11,1.191463e-11,2.619265e-12
4.005139e-01,9.711994e-12,1.133725e-11,1.042500e-11,1.159775e-11,2.583493e-12
4.009570e-01,1.003597e-11,1.127803e-11,1.062841e-11,1.150204e-11,2.542096e-12
4.014000e-01,1.033235e-11,1.122032e-11,1.085145e-11,1.147704e-11,2.493125e-12
4.018431e-01,1.059701e-11,1.114779e-11,1.109051e-11,1.121385e-11,2.437170e-12
4.022861e-01,1.082441e-11,1.105051e-11,1.134713e-11,1.077592e-11,2.375250e-12
4.027292e-01,1.101410e-11,1.092597e-11,1.161501e-11,1.048622e-11,2.310028e-12
4.031722e-01,1.116460e-11,1.078039e-11,1.189590e-11,1.037947e-11,2.244111e-12
4.036153e-01,1.127819e-11,1.062460e-11,1.218485e-11,1.016886e-11,2.181646e-12
4.040583e-01,1.135728e-11,1.047054e-11,1.247876e-11,9.763472e-12,2.126866e-12
4.045014e-01,1.140699e-11,1.032690e-11,1.277765e-11,9.418617e-12,2.084656e-12
4.049444e-01,1.143086e-11,1.019837e-11,1.307456e-11,9.278707e-12,2.060100e-12
4.053874e-01,1.143434e-11,1.008437e-11,1.336865e-11,9.137507e-12,2.057502e-12
4.058305e-01,1.142137e-11,9.980440e-12,1.365674e-11,8.831789e-12,2.081276e-12
4.062735e-01,1.139643e-11,9.878098e-12,1.393242e-11,8.544190e-12,2.132566e-12
4.067166e-01,1.136187e-11,9.768404e-12,1.419707e-11,8.466457e-12,2.211036e-12
4.071596e-01,1.132098e-11,9.642634e-12,1.444314e-11,8.439501e-12,2.312438e-12
4.076027e-01,1.127582e-11,9.495210e-12,1.467044e-11,8.233561e-12,2.430358e-12
4.080457e-01,1.122871e-11,9.322649e-12,1.487731e-11,7.971934e-12,2.554445e-12
4.084888e-01,1.118106e-11,9.124796e-12,1.505852e-11,7.919171e-12,2.674287e-12
4.089318e-01,1.113436e-11,8.904512e-12,1.521624e-11,7.992613e-12,2.778337e-12
4.093749e-01,1.109025e-11,8.667842e-12,1.534586e-11,7.880802e-12,2.859318e-12
4.098179e-01,1.104988e-11,8.421798e-12,1.544833e-11,7.584827e-12,2.912566e-12
4.102610e-01,1.101483e-11,8.176344e-12,1.552432e-11,7.425598e-12,2.940340e-12
4.107040e-01,1.098649e-11,7.942173e-12,1.557030e-11,7.482226e-12,2.949501e-12
4.111470e-01,1.096551e-11,7.729597e-12,1.558899e-11,7.443928e-12,2.952429e-12
4.115901e-01,1.095203e-11,7.548024e-12,1.557789e-11,7.150056e-12,2.962286e-12
4.120331e-01,1.094749e-11,7.406363e-12,1.553746e-11,6.872946e-12,2.993780e-12
4.124762e-01,1.095137e-11,7.311146e-12,1.546953e-11,6.844620e-12,3.057193e-12
4.129192e-01,1.096380e-11,7.266526e-12,1.536876e-11,6.860443e-12,3.157160e-12
4.133623e-01,1.098431e-11,7.274404e-12,1.523881e-11,6.655843e-12,3.290231e-12
4.138053e-01,1.101295e-11,7.334076e-12,1.507727e-11,6.383731e-12,3.446619e-12
4.142484e-01,1.104911e-11,7.441997e-12,1.488438e-11,6.344118e-12,3.610354e-12
4.146914e-01,1.109267e-11,7.593382e-12,1.466310e-11,6.450526e-12,3.763415e-12
4.151345e-01,1.114279e-11,7.782865e-12,1.441027e-11,6.392624e-12,3.889100e-12
4.155775e-01,1.119987e-11,8.002567e-12,1.413036e-11,6.204330e-12,3.975699e-12
4.160206e-01,1.126286e-11,8.246048e-12,1.382493e-11,6.212615e-12,4.019737e-12
4.164636e-01,1.133166e-11,8.506774e-12,1.349555e-11,6.445461e-12,4.026805e-12
4.169067e-01,1.140441e-11,8.777609e-12,1.315008e-11,6.563636e-12,4.010763e-12
4.173497e-01,1.148063e-11,9.050757e-12,1.278987e-11,6.456781e-12,3.990695e-12
4.177927e-01,1.155805e-11,9.318788e-12,1.242470e-11,6.447364e-12,3.987588e-12
4.182358e-01,1.163553e-11,9.570838e-12,1.205985e-11,6.722628e-12,4.018610e-12
4.186788e-01,1.171106e-11,9.795757e-12,1.170041e-11,6.992144e-12,4.094338e-12
4.191219e-01,1.178340e-11,9.981942e-12,1.135744e-11,6.984182e-12,4.214732e-12
4.195649e-01,1.185032e-11,1.011975e-11,1.103440e-11,6.914589e-12,4.370148e-12
4.200080e-01,1.190982e-11,1.020428e-11,1.074046e-11,7.105014e-12,4.540922e-12
4.204510e-01,1.195999e-11,1.023681e-11,1.048099e-11,7.424181e-12,4.703572e-12
4.208941e-01,1.200000e-11,1.022491e-11,1.025787e-11,7.531434e-12,4.834285e-12
4.213371e-01,1.202808e-11,1.018285e-11,1.007797e-11,7.476114e-12,4.915024e-12
4.217802e-01,1.204325e-11,1.012747e-11,9.939029e-12,7.591642e-12,4.936391e-12
4.222232e-01,1.204487e-11,1.007539e-11,9.843501e-12,7.897177e-12,4.901753e-12
4.226663e-01,1.203283e-11,1.003834e-11,9.790954e-12,8.082990e-12,4.824955e-12
4.231093e-01,1.200627e-11,1.002060e-11,9.774726e-12,8.085354e-12,4.729284e-12
4.235523e-01,1.196445e-11,1.001853e-11,9.795135e-12,8.197633e-12,4.641162e-12
4.239954e-01,1.190764e-11,1.002124e-11,9.843190e-12,8.522319e-12,4.586512e-12
4.244384e-01,1.183474e-11,1.001552e-11,9.915167e-12,8.772423e-12,4.583387e-12
4.248815e-01,1.174573e-11,9.989613e-12,1.000572e-11,8.792337e-12,4.639314e-12
4.253245e-01,1.163981e-11,9.938384e-12,1.010603e-11,8.855879e-12,4.749323e-12
4.257676e-01,1.151632e-11,9.864955e-12,1.021432e-11,9.178368e-12,4.897251e-12
4.262106e-01,1.137382e-11,9.780665e-12,1.032156e-11,9.510111e-12,5.057794e-12
4.266537e-01,1.121184e-11,9.702808e-12,1.042322e-11,9.557364e-12,5.202843e-12
4.270967e-01,1.102865e-11,9.649946e-12,1.051746e-11,9.502455e-12,5.306246e-12
4.275398e-01,1.082355e-11,9.636011e-12,1.059648e-11,9.695925e-12,5.349649e-12
4.279828e-01,1.059582e-11,9.669096e-12,1.066268e-11,1.004878e-11,5.325010e-12
4.284259e-01,1.034613e-11,9.747263e-12,1.071172e-11,1.018704e-11,5.235481e-12
4.288689e-01,1.007422e-11,9.859623e-12,1.074256e-11,1.009510e-11,5.095087e-12
4.293119e-01,9.782291e-12,9.990177e-12,1.075730e-11,1.012911e-11,4.924697e-12
4.297550e-01,9.472571e-12,1.012128e-11,1.075244e-11,1.040341e-11,4.747411e-12
4.301980e-01,9.149696e-12,1.023718e-11,1.073419e-11,1.062441e-11,4.584344e-12
4.306411e-01,8.818647e-12,1.032827e-11,1.070309e-11,1.062375e-11,4.451125e-12
4.310841e-01,8.486218e-12,1.039050e-11,1.066112e-11,1.063131e-11,4.354281e-12
4.315272e-01,8.158674e-12,1.042595e-11,1.061495e-11,1.084311e-11,4.293031e-12
4.319702e-01,7.843375e-12,1.044153e-11,1.056293e-11,1.109083e-11,4.259627e-12
4.324133e-01,7.546791e-12,1.044627e-11,1.051332e-11,1.117805e-11,4.242416e-12
4.328563e-01,7.274951e-12,1.044853e-11,1.046891e-11,1.123471e-11,4.229648e-12
4.332994e-01,7.032103e-12,1.045538e-11,1.043124e-11,1.145477e-11,4.213259e-12
4.337424e-01,6.820987e-12,1.047168e-11,1.040778e-11,1.172476e-11,4.189374e-12
4.341855e-01,6.642148e-12,1.050095e-11,1.039585e-11,1.183065e-11,4.160274e-12
4.346285e-01,6.494643e-12,1.054532e-11,1.040155e-11,1.185540e-11,4.131681e-12
4.350716e-01,6.376505e-12,1.060676e-11,1.042480e-11,1.202929e-11,4.112453e-12
4.355146e-01,6.283806e-12,1.068776e-11,1.046407e-11,1.230621e-11,4.110436e-12
4.359576e-01,6.212646e-12,1.079066e-11,1.052360e-11,1.243062e-11,4.130833e-12
4.364007e-01,6.159453e-12,1.091821e-11,1.059816e-11,1.238021e-11,4.172829e-12
4.368437e-01,6.121740e-12,1.107184e-11,1.068837e-11,1.240292e-11,4.231049e-12
4.372868e-01,6.096815e-12,1.125212e-11,1.079263e-11,1.258940e-11,4.295878e-12
4.377298e-01,6.085186e-12,1.145735e-11,1.090462e-11,1.273004e-11,4.355319e-12
4.381729e-01,6.087174e-12,1.168312e-11,1.102676e-11,1.268255e-11,4.397206e-12
4.386159e-01,6.105070e-12,1.192289e-11,1.115227e-11,1.259759e-11,4.413406e-12
4.390590e-01,6.141973e-12,1.216985e-11,1.128000e-11,1.264178e-11,4.400013e-12
4.395020e-01,6.201840e-12,1.241703e-11,1.140735e-11,1.273058e-11,4.358945e-12
4.399451e-01,6.287215e-12,1.266018e-11,1.152780e-11,1.270962e-11,4.297440e-12
4.403881e-01,6.401912e-12,1.289776e-11,1.164292e-11,1.261725e-11,4.225913e-12
4.408312e-01,6.548550e-12,1.313056e-11,1.174664e-11,1.258234e-11,4.155735e-12
4.412742e-01,6.729085e-12,1.336121e-11,1.183909e-11,1.258902e-11,4.096867e-12
4.417172e-01,6.943372e-12,1.359261e-11,1.192036e-11,1.252791e-11,4.055547e-12
4.421603e-01,7.191490e-12,1.382483e-11,1.198551e-11,1.240312e-11,4.032840e-12
4.426033e-01,7.471378e-12,1.405428e-11,1.203940e-11,1.231109e-11,4.025087e-12
4.430464e-01,7.780447e-12,1.427288e-11,1.207991e-11,1.225759e-11,4.024639e-12
4.434894e-01,8.115089e-12,1.446906e-11,1.210962e-11,1.215083e-11,4.022513e-12
4.439325e-01,8.470408e-12,1.463046e-11,1.213491e-11,1.196286e-11,4.009966e-12
4.443755e-01,8.840523e-12,1.474640e-11,1.215454e-11,1.177012e-11,3.980572e-12
4.448186e-01,9.219683e-12,1.481121e-11,1.217765e-11,1.162890e-11,3.931823e-12
4.452616e-01,9.601795e-12,1.482675e-11,1.220608e-11,1.150627e-11,3.866326e-12
4.457047e-01,9.979652e-12,1.480137e-11,1.224448e-11,1.134638e-11,3.789447e-12
4.461477e-01,1.034712e-11,1.474911e-11,1.230086e-11,1.113839e-11,3.709848e-12
4.465908e-01,1.069812e-11,1.468647e-11,1.237458e-11,1.091958e-11,3.636676e-12
4.470338e-01,1.102693e-11,1.462680e-11,1.247251e-11,1.075104e-11,3.578103e-12
4.474769e-01,1.132937e-11,1.457834e-11,1.259358e-11,1.066289e-11,3.539464e-12
4.479199e-01,1.160186e-11,1.454230e-11,1.273543e-11,1.059510e-11,3.524286e-12
4.483629e-01,1.184070e-11,1.451323e-11,1.290041e-11,1.045362e-11,3.532552e-12
4.488060e-01,1.204444e-11,1.448306e-11,1.308030e-11,1.026161e-11,3.562186e-12
4.492490e-01,1.221093e-11,1.444288e-11,1.327442e-11,1.016216e-11,3.610032e-12
4.496921e-01,1.233909e-11,1.438801e-11,1.347542e-11,1.020252e-11,3.673077e-12
4.501351e-01,1.242728e-11,1.431970e-11,1.367457e-11,1.023235e-11,3.749157e-12
4.505782e-01,1.247470e-11,1.424441e-11,1.386949e-11,1.012806e-11,3.838215e-12
4.510212e-01,1.248121e-11,1.417482e-11,1.404918e-11,9.998320e-12,3.940689e-12
4.514643e-01,1.244703e-11,1.412541e-11,1.421128e-11,1.000738e-11,4.057554e-12
4.519073e-01,1.237275e-11,1.410911e-11,1.435093e-11,1.009784e-11,4.190134e-12
4.523504e-01,1.225986e-11,1.413485e-11,1.446229e-11,1.009230e-11,4.338367e-12
4.527934e-01,1.211055e-11,1.420589e-11,1.454764e-11,1.000020e-11,4.500321e-12
4.532365e-01,1.192950e-11,1.431970e-11,1.460152e-11,9.986838e-12,4.672877e-12
4.536795e-01,1.172157e-11,1.446921e-11,1.462753e-11,1.006364e-11,4.851579e-12
4.541225e-01,1.149212e-11,1.464439e-11,1.462851e-11,1.007466e-11,5.031701e-12
4.545656e-01,1.124694e-11,1.483409e-11,1.460339e-11,1.000855e-11,5.209154e-12
4.550086e-01,1.099291e-11,1.502676e-11,1.456031e-11,1.003969e-11,5.380795e-12
4.554517e-01,1.073709e-11,1.521231e-11,1.449783e-11,1.019213e-11,5.545827e-12
4.558947e-01,1.048616e-11,1.538021e-11,1.442174e-11,1.025545e-11,5.706014e-12
4.563378e-01,1.024576e-11,1.552138e-11,1.433670e-11,1.016501e-11,5.865070e-12
4.567808e-01,1.002174e-11,1.562799e-11,1.424130e-11,1.016567e-11,6.026733e-12
4.572239e-01,9.819356e-12,1.569296e-11,1.414357e-11,1.039685e-11,6.195000e-12
4.576669e-01,9.643483e-12,1.571140e-11,1.404215e-11,1.060361e-11,6.372192e-12
4.581100e-01,9.498242e-12,1.568195e-11,1.393922e-11,1.053920e-11,6.558151e-12
4.585530e-01,9.386920e-12,1.560646e-11,1.383824e-11,1.040732e-11,6.749994e-12
4.589961e-01,9.311763e-12,1.548873e-11,1.373552e-11,1.053809e-11,6.942939e-12
4.594391e-01,9.273511e-12,1.533482e-11,1.363680e-11,1.081118e-11,7.129733e-12
4.598821e-01,9.271973e-12,1.515182e-11,1.353936e-11,1.083702e-11,7.302406e-12
4.603252e-01,9.305297e-12,1.494649e-11,1.344431e-11,1.061766e-11,7.453577e-12
4.607682e-01,9.370152e-12,1.472504e-11,1.335468e-11,1.054716e-11,7.577620e-12
4.612113e-01,9.460901e-12,1.449289e-11,1.326562e-11,1.073279e-11,7.670548e-12
4.616543e-01,9.570901e-12,1.425553e-11,1.318284e-11,1.081523e-11,7.731330e-12
4.620974e-01,9.693326e-12,1.401814e-11,1.310452e-11,1.060494e-11,7.760844e-12
4.625404e-01,9.821701e-12,1.378701e-11,1.303023e-11,1.041509e-11,7.761574e-12
4.629835e-01,9.948204e-12,1.357007e-11,1.296452e-11,1.050312e-11,7.736532e-12
4.634265e-01,1.006615e-11,1.337593e-11,1.290320e-11,1.061274e-11,7.688729e-12
4.638696e-01,1.017083e-11,1.321472e-11,1.285133e-11,1.043860e-11,7.620516e-12
4.643126e-01,1.025860e-11,1.309490e-11,1.280749e-11,1.018750e-11,7.533098e-12
4.647557e-01,1.032566e-11,1.302311e-11,1.277142e-11,1.021931e-11,7.426465e-12
4.651987e-01,1.037145e-11,1.300348e-11,1.274824e-11,1.039035e-11,7.300247e-12
4.656418e-01,1.039598e-11,1.303633e-11,1.273209e-11,1.028499e-11,7.154095e-12
4.660848e-01,1.040018e-11,1.311952e-11,1.272781e-11,9.955337e-12,6.987569e-12
4.665278e-01,1.038559e-11,1.324782e-11,1.273409e-11,9.853720e-12,6.801387e-12
4.669709e-01,1.035428e-11,1.341299e-11,1.274731e-11,1.004174e-11,6.597579e-12
4.674139e-01,1.030823e-11,1.360630e-11,1.277061e-11,1.006173e-11,6.379386e-12
4.678570e-01,1.024979e-11,1.381741e-11,1.279808e-11,9.722135e-12,6.150921e-12
4.683000e-01,1.018150e-11,1.403670e-11,1.283101e-11,9.437015e-12,5.917159e-12
4.687431e-01,1.010615e-11,1.425514e-11,1.286725e-11,9.517586e-12,5.683735e-12
4.691861e-01,1.002557e-11,1.446442e-11,1.290171e-11,9.639392e-12,5.456429e-12
4.696292e-01,9.941873e-12,1.465879e-11,1.293690e-11,9.413998e-12,5.240421e-12
4.700722e-01,9.857245e-12,1.483496e-11,1.296637e-11,9.064318e-12,5.040956e-12
4.705153e-01,9.773272e-12,1.499163e-11,1.299124e-11,9.026958e-12,4.862656e-12
4.709583e-01,9.691757e-12,1.513001e-11,1.301128e-11,9.190691e-12,4.708922e-12
4.714014e-01,9.613844e-12,1.525322e-11,1.302256e-11,9.109732e-12,4.581987e-12
4.718444e-01,9.540605e-12,1.536503e-11,1.303008e-11,8.804223e-12,4.483717e-12
4.722874e-01,9.472868e-12,1.546886e-11,1.302936e-11,8.721824e-12,4.413770e-12
4.727305e-01,9.410877e-12,1.556561e-11,1.302197e-11,8.927683e-12,4.369505e-12
4.731735e-01,9.354778e-12,1.565246e-11,1.301097e-11,8.973343e-12,4.346658e-12
4.736166e-01,9.304749e-12,1.572331e-11,1.299320e-11,8.693106e-12,4.339172e-12
4.740596e-01,9.258616e-12,1.576914e-11,1.297384e-11,8.514925e-12,4.339124e-12
4.745027e-01,9.214714e-12,1.577832e-11,1.294935e-11,8.707291e-12,4.338006e-12
4.749457e-01,9.170469e-12,1.574153e-11,1.291981e-11,8.877352e-12,4.328237e-12
4.753888e-01,9.122426e-12,1.565397e-11,1.288609e-11,8.630786e-12,4.304073e-12
